VendorNumber,VendorName,Brand,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,Description,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
6785,PALM BAY INTERNATIONAL INC,24014,9.08,13.99,750.0,1711.0,15535.879999999994,Au Contraire Chard RRV,1495.0,8967.679999999951,21128.04999999992,166.72999999999985,13605.409999999998,5592.1699999999255,26.46798923705665,0.8737580362361193,1.359951930627678,9.079999999999997,large,1961.28
2000,SOUTHERN WINE & SPIRITS NE,40965,16.44,29.99,750.0,945.0,15535.800000000017,Wente Wetmore Cab Svgn,881.0,15933.769999999917,22551.189999999893,97.4299999999998,19016.59,7015.389999999876,31.10873528181843,0.9322751322751323,1.4515628419521278,16.44000000000002,Medium,1052.16
4425,MARTIGNETTI COMPANIES,16427,6.66,9.99,1500.0,2329.0,15511.139999999861,Yellow Tail Sweet Red Roo,2388.0,16724.13999999979,26505.119999999748,532.4099999999988,144929.24,10993.979999999887,41.47870298266898,1.025332760841563,1.708779625482072,6.659999999999941,large,-392.94
7239,REMY COINTREAU USA INC,1240,24.99,33.99,750.0,620.0,15493.799999999997,Remy Martin VSOP Gift Pack,562.0,10441.039999999972,19790.37999999996,442.75999999999954,16978.669999999995,4296.579999999964,21.710447197072373,0.9064516129032258,1.2773096335308294,24.989999999999995,Medium,1449.4199999999998
9819,TREASURY WINE ESTATES,6530,5.33,7.99,750.0,2906.0,15488.979999999916,Meridian Santa Barbara Chard,3052.0,10838.86999999988,25180.479999999807,340.37000000000023,14836.570000000005,9691.49999999989,38.488146373698854,1.0502408809359944,1.6257029191076457,5.329999999999971,large,-778.1800000000001
2242,DELICATO VINEYARDS INC,12685,8.38,14.99,750.0,1847.0,15477.859999999991,Brazin Old Vine Znfdl Lodi,1860.0,16547.559999999845,26868.3999999998,206.3299999999996,7982.649999999999,11390.53999999981,42.39381578359669,1.0070384407146724,1.7359247337810146,8.379999999999995,large,-108.94000000000001
2000,SOUTHERN WINE & SPIRITS NE,11640,6.49,9.99,750.0,2384.0,15472.159999999943,F Coppola Emerald Pnt Grigio,2129.0,16384.81999999984,28519.709999999803,236.58999999999975,19016.59,13047.54999999986,45.749237983135,0.8930369127516778,1.8432920807437299,6.489999999999976,large,1654.95
4425,MARTIGNETTI COMPANIES,8875,15.33,22.99,1500.0,1009.0,15467.969999999952,Freixenet Cordon Negro Brut,956.0,12663.589999999942,22332.439999999937,213.66999999999996,144929.24,6864.469999999985,30.737662342314607,0.9474727452923687,1.4437860947493437,15.329999999999952,Medium,812.49
9625,WESTERN SPIRITS BEVERAGE CO,4111,0.79,0.99,50.0,19576.0,15465.039999999986,Bird Dog Strawberry Whiskey,16540.0,4144.140000000034,16374.599999999755,863.1100000000044,1933.1899999999996,909.5599999997685,5.554700572837089,0.844912137310993,1.0588139442251536,0.7899999999999993,large,2398.44
4425,MARTIGNETTI COMPANIES,14194,25.5,37.99,750.0,606.0,15453.0,Caparzo Brnllo di Montalcino,534.0,11624.93999999997,20286.659999999953,59.29999999999993,144929.24,4833.659999999953,23.82679061018405,0.8811881188118812,1.312797515045619,25.5,Medium,1836.0
9165,ULTRA BEVERAGE COMPANY LLP,19554,5.29,7.99,750.0,2921.0,15452.089999999956,Insomnia Cab Svgn,2544.0,10304.319999999894,22593.5599999998,283.37999999999965,68054.70000000003,7141.469999999845,31.608431783215696,0.8709346114344403,1.4621685480734234,5.289999999999985,large,1994.33
1392,CONSTELLATION BRANDS INC,25520,7.23,10.99,750.0,2137.0,15450.510000000018,Nobilo Chard,1567.0,7681.509999999972,18168.329999999914,174.91999999999985,79528.99,2717.819999999896,14.959107413834452,0.7332709405708938,1.1759048730430188,7.230000000000008,large,4121.1
7245,PROXIMO SPIRITS INC.,4858,0.71,0.99,50.0,21715.0,15417.650000000029,Kraken Black Spiced Rum,18351.0,13971.789999999168,36518.48999999878,949.9700000000175,38994.78000000001,21100.839999998752,57.7812499914412,0.8450840432880498,2.3686158396382533,0.7100000000000013,large,2388.44
9815,WINE GROUP INC,23049,6.12,8.99,750.0,2517.0,15404.040000000025,Benziger Svgn Bl N Cst,2514.0,10628.539999999899,23244.85999999984,280.2099999999998,27100.409999999996,7840.819999999816,33.731414170702124,0.99880810488677,1.5090106231871512,6.12000000000001,large,18.36
8673,STE MICHELLE WINE ESTATES,38690,10.13,15.99,750.0,1519.0,15387.469999999988,Ch Ste Michelle Indn Wl Merl,1386.0,13475.829999999904,22766.139999999898,153.93999999999983,15919.700000000003,7378.669999999909,32.410720482259805,0.9124423963133641,1.4795245742152487,10.129999999999992,large,1347.2900000000002
9552,M S WALKER INC,7017,25.59,34.99,750.0,601.0,15379.590000000033,The Pogues Irish Whiskey,649.0,15780.069999999936,20770.509999999933,511.75999999999954,55551.819999999985,5390.9199999999,25.954682865273494,1.0798668885191347,1.3505242987621835,25.590000000000053,Medium,-1228.32
9165,ULTRA BEVERAGE COMPANY LLP,20992,6.7,12.99,750.0,2293.0,15363.099999999962,Les Hauts de Lagarde Rouge,2071.0,12659.209999999872,22152.289999999815,230.01999999999967,68054.70000000003,6789.189999999853,30.64780210082077,0.9031836022677715,1.4419153686430388,6.699999999999983,large,1487.4
9815,WINE GROUP INC,31456,5.22,8.99,1500.0,2942.0,15357.239999999916,Foxhorn SE Merlot Australia,2953.0,13021.439999999828,24707.46999999979,659.9999999999987,27100.409999999996,9350.229999999874,37.84373713698713,1.003738953093134,1.608848334726808,5.219999999999971,large,-57.419999999999995
516,BANFI PRODUCTS CORP,24673,8.96,12.99,1500.0,1711.0,15330.560000000043,Bolla Pinot Grigio,1720.0,16707.059999999845,23926.799999999803,382.95999999999935,8510.410000000002,8596.23999999976,35.9272447631937,1.0052600818234951,1.5607257660515816,8.960000000000026,large,-80.64000000000001
12546,JIM BEAM BRANDS COMPANY,4846,12.4,16.99,750.0,1236.0,15326.399999999958,Cruzan Estate Diamond Dark,1298.0,17014.239999999867,22596.019999999844,1023.2500000000013,123880.96999999999,7269.619999999886,32.17212588765604,1.0501618122977345,1.4743201273619315,12.399999999999967,Medium,-768.8000000000001
4425,MARTIGNETTI COMPANIES,25963,11.61,17.99,750.0,1320.0,15325.199999999983,Macrostie Carneros Chard,1264.0,14541.59999999991,24807.35999999989,140.33999999999975,144929.24,9482.159999999909,38.22317247784508,0.9575757575757575,1.6187299350089996,11.609999999999987,Medium,650.16
2000,SOUTHERN WINE & SPIRITS NE,13143,10.27,15.99,750.0,1492.0,15322.83999999998,F Coppola Directors Chard,1403.0,12154.919999999916,21090.969999999892,155.81999999999977,19016.59,5768.129999999912,27.348813259892463,0.9403485254691689,1.3764400072049254,10.269999999999987,Medium,914.03
1189,BULLY BOY DISTILLERS,3047,20.73,27.99,750.0,739.0,15319.470000000005,Bully Boy Vodka,717.0,10713.66999999996,17696.829999999944,564.9999999999994,609.3900000000002,2377.3599999999387,13.43381837312076,0.9702300405953992,1.155185525347805,20.730000000000008,Medium,456.06
4425,MARTIGNETTI COMPANIES,8929,5.8,8.99,750.0,2641.0,15317.800000000036,Sebastiani Chard Sonoma,3057.0,19408.829999999776,39102.429999999695,340.2199999999998,144929.24,23784.62999999966,60.826475490141775,1.1575160923892465,2.552744519447937,5.800000000000013,large,-2412.7999999999997
653,STATE WINE & SPIRITS,4272,20.43,27.99,750.0,749.0,15302.069999999992,Smith & Cross Jamacian Rum,761.0,17997.80999999991,22136.3899999999,600.2399999999993,8014.98,6834.319999999909,30.873688076510845,1.0160213618157543,1.4466271556723969,20.42999999999999,Medium,-245.16
1485,CASTLE BRANDS CORP.,4639,58.82,79.99,750.0,260.0,15293.199999999999,Jeffersons  Ocean Bourbon,807.0,36955.37999999992,64551.930000000095,636.1299999999992,8497.589999999998,49258.7300000001,76.30868666513926,3.103846153846154,4.220956372766988,58.81999999999999,Medium,-32174.54
9819,TREASURY WINE ESTATES,15205,17.76,29.99,750.0,860.0,15273.60000000002,Beringer Cab Svgn Napa Vly,774.0,17390.029999999933,27082.25999999992,85.77999999999984,14836.570000000005,11808.659999999898,43.602934171667854,0.9,1.7731418918918842,17.760000000000023,Medium,1527.3600000000001
9744,FREDERICK WILDMAN & SONS,33267,13.6,19.99,750.0,1122.0,15259.20000000002,El Coto de Rioja RSV Coto d,1261.0,16377.97999999989,25851.389999999876,139.7599999999997,3999.9299999999994,10592.189999999855,40.97338673084854,1.123885918003565,1.694151069518706,13.60000000000002,Medium,-1890.3999999999999
3252,E & J GALLO WINERY,24094,4.57,6.99,1500.0,3336.0,15245.520000000037,Gallo Copperidge Cab Svgn,3281.0,3655.770000000004,22934.189999999937,737.9599999999984,61966.909999999996,7688.6699999999,33.5249250137019,0.9835131894484412,1.504323237252641,4.570000000000011,large,251.35000000000002
3252,E & J GALLO WINERY,43379,9.58,13.99,750.0,1591.0,15241.77999999995,Edna Valley San Luis Cab Svg,1605.0,13411.939999999882,21283.949999999855,177.97999999999968,61966.909999999996,6042.1699999999055,28.388386554187296,1.0087994971715901,1.3964215465647665,9.579999999999968,large,-134.12
17035,PERNOD RICARD USA,2615,2.57,3.49,50.0,5926.0,15229.819999999996,Chivas Regal,5440.0,8557.479999999863,18985.599999999748,279.93999999999653,123780.21999999997,3755.7799999997515,19.78225602561837,0.9179885251434357,1.2466069855060502,2.5699999999999994,large,1249.02
3924,HEAVEN HILL DISTILLERIES,9160,0.72,0.99,50.0,21148.0,15226.56000000001,Deep Eddy Peach Vodka,18469.0,5024.250000000042,18284.30999999959,962.7800000000103,14069.869999999995,3057.74999999958,16.723354613871937,0.8733213542651788,1.200816862114593,0.7200000000000005,large,1928.8799999999999
3960,DIAGEO NORTH AMERICA INC,485,10.39,12.99,1000.0,1464.0,15210.960000000023,Seagrams 7 Crown,1474.0,11872.859999999906,19147.259999999886,1547.7000000000035,257032.07000000007,3936.299999999863,20.558032846474568,1.0068306010928962,1.2587805108947665,10.390000000000015,Medium,-103.9
9552,M S WALKER INC,39764,18.29,31.99,750.0,831.0,15198.989999999985,Grahams 10-Yr Tawny Port,757.0,17354.109999999917,22210.429999999913,83.65999999999981,55551.819999999985,7011.439999999928,31.568231682141928,0.910950661853189,1.461309600177376,18.28999999999998,Medium,1353.46
7153,PINE STATE TRADING CO,40801,7.33,10.99,750.0,2072.0,15187.759999999935,Sileni Sauvignon Blanc,2035.0,11925.019999999888,22061.649999999856,226.25999999999976,15884.819999999998,6873.889999999921,31.157642334095435,0.9821428571428571,1.452594062587238,7.329999999999968,large,271.21
7153,PINE STATE TRADING CO,4315,23.07,33.99,750.0,658.0,15180.060000000005,Rumson's Spiced Rum,764.0,17328.21999999992,22894.359999999913,602.5399999999994,15884.819999999998,7714.299999999908,33.69519829337853,1.1610942249240122,1.5081863971552092,23.070000000000007,Medium,-2445.42
2000,SOUTHERN WINE & SPIRITS NE,33965,13.72,21.99,750.0,1106.0,15174.319999999982,Castellare Chianti Clsc,1107.0,14185.599999999922,24499.929999999906,122.89999999999976,19016.59,9325.609999999924,38.06382303949424,1.0009041591320071,1.6145652655275449,13.719999999999983,Medium,-13.72
4425,MARTIGNETTI COMPANIES,28156,8.9,13.99,750.0,1703.0,15156.699999999964,Sauvion Vouvray,1601.0,11853.469999999916,22329.98999999988,178.0199999999997,144929.24,7173.289999999917,32.124017968659885,0.9401056958308867,1.4732751852316095,8.899999999999979,large,907.8000000000001
7153,PINE STATE TRADING CO,27330,7.89,12.99,750.0,1920.0,15148.800000000025,Hahn Cab Svgn Santa Lucia,1967.0,12519.939999999891,24429.329999999864,218.88999999999982,15884.819999999998,9280.529999999839,37.98929401665904,1.0244791666666666,1.6126247623574028,7.890000000000013,large,-370.83
9815,WINE GROUP INC,23889,4.82,7.99,1500.0,3141.0,15139.620000000044,Corbett Canyon Wh Znfdl,3154.0,15337.139999999765,25625.459999999715,704.3699999999988,27100.409999999996,10485.83999999967,40.919616662490306,1.0041388092964023,1.692609193625708,4.8200000000000145,large,-62.660000000000004
9552,M S WALKER INC,4389,16.54,23.99,750.0,915.0,15134.099999999988,Amaro Montenegro Liqueur,975.0,18369.659999999894,24380.249999999884,768.73,55551.819999999985,9246.149999999896,37.924754668225056,1.0655737704918034,1.6109481237734589,16.539999999999985,Medium,-992.4
10754,PERFECTA WINES,12473,7.99,11.99,750.0,1893.0,15125.069999999967,Ch Beauchene CDR White RSV,1799.0,11850.2199999999,21778.009999999857,199.85999999999967,28720.52,6652.93999999989,30.548888534810725,0.9503433703116746,1.439861765929011,7.9899999999999824,large,751.0600000000001
4425,MARTIGNETTI COMPANIES,7872,25.5,37.99,750.0,593.0,15121.5,Piper Heidsieck Brut,1073.0,32435.809999999874,48416.26999999993,118.81999999999974,144929.24,33294.76999999993,68.76773035180112,1.809443507588533,3.201816618721683,25.5,Medium,-12240.0
10754,PERFECTA WINES,13636,10.45,15.99,750.0,1445.0,15100.249999999989,Charles Smith C Smith Cab Sv,1051.0,13221.119999999923,20242.489999999914,116.4699999999998,28720.52,5142.239999999925,25.403198914757752,0.7273356401384083,1.340540057283815,10.449999999999992,Medium,4117.299999999999
90027,POVERTY LANE ORCHARDS,43918,7.79,11.99,750.0,1937.0,15089.229999999963,Farnum Hill X-Dry Cider,2099.0,13812.479999999865,25167.009999999827,233.25999999999976,229.87999999999997,10077.779999999864,40.043612650052324,1.0836344863190501,1.6678790103934984,7.789999999999981,large,-1261.98
3252,E & J GALLO WINERY,18856,3.92,5.99,750.0,3847.0,15080.240000000093,Barefoot Refresh Sweet White,3792.0,11508.579999999809,22467.579999999747,421.86000000000166,61966.909999999996,7387.3399999996545,32.87999864693811,0.9857031453080323,1.4898688615035045,3.920000000000024,large,215.6
9552,M S WALKER INC,31384,17.44,26.99,750.0,863.0,15050.720000000023,Benton Lane Pnt Nr Ore,795.0,13403.339999999947,22878.04999999993,88.32999999999984,55551.819999999985,7827.329999999907,34.213274295667375,0.9212050984936269,1.5200634919791143,17.440000000000026,Medium,1185.92
10754,PERFECTA WINES,19452,5.99,8.99,750.0,2510.0,15034.899999999945,Trois Couronnes CdR Red,1993.0,9318.009999999938,19851.06999999987,222.15999999999977,28720.52,4816.169999999924,24.261513359229276,0.7940239043824702,1.3203326926018757,5.989999999999978,large,3096.83
2000,SOUTHERN WINE & SPIRITS NE,23239,6.12,8.99,750.0,2452.0,15006.240000000009,Hay Maker Svgn Bl,2294.0,12057.759999999882,22602.059999999838,255.1899999999997,19016.59,7595.819999999829,33.60675973782869,0.935562805872757,1.5061774301890296,6.120000000000004,large,966.96
9165,ULTRA BEVERAGE COMPANY LLP,45831,11.48,16.99,750.0,1307.0,15004.360000000019,Lake Sonoma Chard RRV,1245.0,13654.079999999909,21459.54999999989,137.98999999999975,68054.70000000003,6455.189999999871,30.08073328657826,0.9525631216526397,1.4302209491107827,11.480000000000015,Medium,711.76
90024,VINILANDIA USA,44916,11.4,18.99,750.0,1315.0,14990.999999999975,Ferreira Dona Antonio RSV,1226.0,16499.229999999883,23001.739999999874,135.6799999999997,2802.6400000000003,8010.7399999999,34.82666963455783,0.932319391634981,1.5343699553065115,11.39999999999998,Medium,1014.6
9165,ULTRA BEVERAGE COMPANY LLP,45240,9.99,14.99,750.0,1500.0,14984.99999999997,Nino Franco Prosecco Rustic,1592.0,15161.019999999888,26874.079999999856,176.7799999999997,68054.70000000003,11889.079999999885,44.23995165601929,1.0613333333333332,1.7933987320653926,9.98999999999998,Medium,-919.08
516,BANFI PRODUCTS CORP,15620,6.7,9.99,750.0,2234.0,14967.799999999972,C Y Toro Casillero Diab Malb,2140.0,13139.109999999855,21557.59999999983,237.54999999999967,8510.410000000002,6589.799999999859,30.56833784836861,0.9579230080572964,1.4402651024198527,6.699999999999988,large,629.8000000000001
6785,PALM BAY INTERNATIONAL INC,16151,7.38,10.99,750.0,2025.0,14944.499999999978,Cavit Alta Luna Pnt Grigio,2017.0,12572.559999999878,22166.829999999838,224.2099999999997,13605.409999999998,7222.32999999986,32.58169977394112,0.9960493827160494,1.4832767907925906,7.379999999999989,large,59.04
1392,CONSTELLATION BRANDS INC,3904,0.71,0.99,50.0,21038.0,14936.980000000016,Svedka Cucumber Lime Vodka,18168.0,4736.160000000039,17986.31999999962,947.3500000000113,79528.99,3049.3399999996054,16.953662561322545,0.8635801882308204,1.204147023026047,0.7100000000000007,large,2037.6999999999998
6785,PALM BAY INTERNATIONAL INC,6368,4.13,5.99,750.0,3614.0,14925.819999999976,Santa Rita 120 Merlot,3528.0,10272.849999999857,21132.719999999783,392.8300000000013,13605.409999999998,6206.899999999807,29.37104168322805,0.9762036524626453,1.415849849455495,4.129999999999994,large,355.18
660,SAZERAC NORTH AMERICA INC.,7489,0.75,0.99,50.0,19882.0,14911.5,99 Blackberries,16705.0,3039.300000000023,16537.94999999987,874.5000000000005,17932.329999999994,1626.4499999998698,9.834653025313795,0.8402072226134192,1.1090735338497046,0.75,large,2382.75
9552,M S WALKER INC,35049,8.66,12.99,750.0,1720.0,14895.200000000012,Ch Pesquie Cotes du Ventoux,1681.0,13110.159999999889,22284.189999999857,186.73999999999972,55551.819999999985,7388.989999999845,33.15799228062538,0.9773255813953489,1.496065175358494,8.660000000000007,large,337.74
3252,E & J GALLO WINERY,25723,5.44,7.99,750.0,2738.0,14894.720000000038,Prophecy Pnt Nr,2181.0,8934.249999999942,19144.189999999868,243.17999999999978,61966.909999999996,4249.46999999983,22.197178360640276,0.7965668371073776,1.2853004286082463,5.440000000000014,large,3030.0800000000004
4425,MARTIGNETTI COMPANIES,46762,7.99,12.99,750.0,1864.0,14893.359999999957,Clayhouse Cab Svgn Paso Rbls,2392.0,17397.719999999837,33865.07999999979,266.1999999999996,144929.24,18971.719999999834,56.02148289624578,1.2832618025751072,2.273837468509449,7.989999999999977,large,-4218.72
8892,TRINCHERO FAMILY ESTATES,11149,11.76,17.99,750.0,1259.0,14805.84000000003,Napa Cellars Svgn Bl,977.0,10481.16999999994,14950.229999999927,108.09999999999977,11595.970000000003,144.38999999989755,0.9658045394612541,0.7760127084988085,1.0097522329026856,11.760000000000023,Medium,3316.32
9552,M S WALKER INC,2803,20.46,25.99,750.0,723.0,14792.580000000018,Bluecoat Gin,714.0,15126.179999999928,18556.85999999992,563.1099999999994,55551.819999999985,3764.2799999999024,20.285112890865793,0.9875518672199171,1.2544708225339933,20.460000000000026,Medium,184.14000000000001
9165,ULTRA BEVERAGE COMPANY LLP,46788,5.62,8.99,750.0,2632.0,14791.840000000011,Oops Cheeky Little Svgn Bl,2526.0,11859.929999999862,21138.739999999816,280.6799999999997,68054.70000000003,6346.899999999805,30.024968375597883,0.959726443768997,1.4290811690769911,5.6200000000000045,large,595.72
4425,MARTIGNETTI COMPANIES,21251,11.72,17.99,750.0,1261.0,14778.919999999984,Renwood Old Vine Zinfandel,1210.0,11036.68999999994,21183.89999999991,134.50999999999976,144929.24,6404.979999999927,30.235131396956906,0.9595559080095163,1.4333862014274341,11.719999999999986,Medium,597.72
3252,E & J GALLO WINERY,15264,9.52,13.99,750.0,1552.0,14775.039999999977,Bridlewood Cab Svgn,1618.0,11363.3699999999,18987.81999999987,179.54999999999967,61966.909999999996,4212.7799999998915,22.186749189743324,1.0425257731958764,1.2851281620895711,9.519999999999985,large,-628.3199999999999
9552,M S WALKER INC,25517,9.86,17.99,750.0,1498.0,14770.279999999986,Match Book Lake Cnty Cab Svg,1491.0,6273.129999999985,16366.089999999964,166.74999999999994,55551.819999999985,1595.8099999999777,9.750710157404617,0.9953271028037384,1.1080419599357614,9.85999999999999,Medium,69.02
1128,BROWN-FORMAN CORP,5075,15.03,21.99,750.0,980.0,14729.400000000016,Tuaca Italian Liqueur,983.0,15476.609999999904,20596.169999999904,774.9499999999996,68601.68000000001,5866.769999999888,28.484761972735296,1.0030612244897958,1.398303393213565,15.030000000000017,Medium,-45.089999999999996
12546,JIM BEAM BRANDS COMPANY,17457,5.84,8.99,750.0,2519.0,14710.959999999985,Skinnygirl White Wine,2537.0,13686.609999999826,23983.629999999783,281.8499999999997,123880.96999999999,9272.669999999798,38.66249604417631,1.0071456927352125,1.6303239217562828,5.839999999999994,large,-105.12
8112,MOET HENNESSY USA INC,24647,193.54,299.99,750.0,76.0,14709.039999999999,Dom Perignon P2 Blanc 1998,55.0,13799.539999999995,16499.449999999997,6.0600000000000005,48347.26,1790.409999999998,10.851331408016621,0.7236842105263158,1.121721743907148,193.54,Small,4064.3399999999997
1392,CONSTELLATION BRANDS INC,44217,10.95,15.99,750.0,1342.0,14694.899999999983,Ruffino Il Ducale Toscana Rd,1260.0,13608.749999999904,20678.399999999896,139.64999999999972,79528.99,5983.499999999913,28.93599117920121,0.9388971684053651,1.4071820835800122,10.949999999999987,Medium,897.9
9165,ULTRA BEVERAGE COMPANY LLP,2189,19.83,26.99,750.0,741.0,14694.029999999966,Cleveland Black Rsv Whiskey,787.0,16258.679999999917,20347.12999999991,620.8599999999989,68054.70000000003,5653.099999999944,27.783279509198444,1.0620782726045883,1.3847208696320858,19.829999999999956,Medium,-912.18
3252,E & J GALLO WINERY,10298,4.51,9.99,750.0,3257.0,14689.070000000069,Alamos Torrontes,3321.0,15700.889999999803,31632.469999999732,369.6700000000009,61966.909999999996,16943.399999999663,53.56331642770801,1.0196499846484495,2.153469892920354,4.510000000000021,large,-288.64
2000,SOUTHERN WINE & SPIRITS NE,44082,9.03,16.99,750.0,1625.0,14673.750000000018,Wente Sandstone Mntry Merlot,1603.0,13461.589999999891,22986.969999999874,177.9399999999997,19016.59,8313.219999999856,36.164922997680435,0.9864615384615385,1.5665368430019488,9.030000000000012,large,198.66
3252,E & J GALLO WINERY,25754,5.19,7.99,250.0,2825.0,14661.749999999975,Barefoot Refresh Summer Whit,2370.0,10195.239999999896,18936.299999999843,92.00999999999924,61966.909999999996,4274.549999999868,22.573311576178575,0.8389380530973451,1.2915443245178697,5.189999999999991,large,2361.4500000000003
8004,SAZERAC CO INC,5822,6.24,7.99,375.0,2347.0,14645.279999999942,Ryans Irish Cream,2246.0,14819.259999999755,16820.539999999753,878.0699999999885,50293.62000000002,2175.259999999811,12.932165079122566,0.9569663400085215,1.148529765221274,6.239999999999975,large,630.24
7153,PINE STATE TRADING CO,29810,10.38,16.99,750.0,1410.0,14635.79999999999,Fess Parker Chard,1329.0,12303.699999999923,22323.709999999908,147.67999999999978,15884.819999999998,7687.909999999918,34.43831692850314,0.9425531914893617,1.5252811598955933,10.379999999999994,Medium,840.7800000000001
2000,SOUTHERN WINE & SPIRITS NE,20152,8.9,13.99,750.0,1644.0,14631.599999999971,La Cote Blanche Mcon V Chard,1618.0,11058.079999999925,22540.8199999999,180.13999999999984,19016.59,7909.21999999993,35.08843067820942,0.9841849148418491,1.5405574236583794,8.899999999999983,large,231.4
17031,FLAG HILL WINERY & VINEYARD,5641,11.1,14.99,375.0,1318.0,14629.800000000028,Flag Hill Raspberry Liqueur,1249.0,15829.439999999862,18722.509999999857,488.60999999999746,1573.3099999999997,4092.709999999828,21.859836101034848,0.9476479514415781,1.2797516028927136,11.100000000000021,Medium,765.9
10754,PERFECTA WINES,37311,6.89,9.99,750.0,2123.0,14627.470000000034,Salmon Run NY Chard,2199.0,12985.829999999867,23524.009999999824,244.4699999999997,28720.52,8896.53999999979,37.818977291711136,1.035798398492699,1.6082077078264232,6.890000000000016,large,-523.64
9165,ULTRA BEVERAGE COMPANY LLP,15079,7.74,12.99,750.0,1889.0,14620.859999999962,Anna de Codorniu Brut Cava,1811.0,9586.639999999932,20522.88999999991,201.8899999999999,68054.70000000003,5902.029999999946,28.758279170233685,0.9587083112758074,1.4036718770304866,7.73999999999998,large,603.72
3252,E & J GALLO WINERY,6362,5.29,7.99,750.0,2759.0,14595.109999999955,Totts Brut Calif,2629.0,5561.040000000001,21005.709999999937,294.65,61966.909999999996,6410.599999999982,30.51836857692504,0.9528814787966654,1.4392293035133001,5.289999999999984,large,687.7
480,BACARDI USA INC,40114,6.66,13.99,750.0,2191.0,14592.059999999903,M & R Prosecco Frizzante,2210.0,13286.779999999862,23843.899999999816,245.76999999999975,89286.26999999999,9251.839999999913,38.80170609673746,1.0086718393427658,1.6340324806778463,6.659999999999956,large,-126.54
9552,M S WALKER INC,41065,11.18,16.99,750.0,1303.0,14567.539999999986,Martin Ray Chard RRV,1245.0,11049.639999999941,21644.549999999912,138.5899999999998,55551.819999999985,7077.009999999926,32.69649865670552,0.955487336914812,1.4858068005991356,11.179999999999989,Medium,648.4399999999999
2000,SOUTHERN WINE & SPIRITS NE,19126,8.44,12.99,750.0,1724.0,14550.560000000027,Delas Cotes du Rhone,1666.0,13690.549999999877,21808.339999999855,184.76999999999967,19016.59,7257.779999999828,33.27983697979707,0.9663573085846868,1.498797297148688,8.440000000000015,large,489.52
4425,MARTIGNETTI COMPANIES,19282,13.51,19.99,750.0,1076.0,14536.759999999993,Penfolds Bin 8 Cab Svgn/Shir,1124.0,14177.30999999992,22997.95999999989,124.65999999999976,144929.24,8461.199999999897,36.7910892966156,1.0446096654275092,1.5820554236294677,13.509999999999993,Medium,-648.48
3252,E & J GALLO WINERY,28312,4.72,6.99,1500.0,3078.0,14528.15999999993,Gallo Copperidge Merlot Cal,3101.0,3739.650000000004,21675.989999999947,697.4499999999992,61966.909999999996,7147.830000000016,32.97579487718916,1.007472384665367,1.4919982984768925,4.7199999999999775,large,-108.55999999999999
7153,PINE STATE TRADING CO,26431,8.78,12.99,750.0,1654.0,14522.120000000012,Harken Chard,1219.0,7470.4099999999835,16233.80999999995,135.87999999999988,15884.819999999998,1711.6899999999387,10.543981973424255,0.7370012091898428,1.1178677768810572,8.780000000000006,large,3819.2999999999997
4425,MARTIGNETTI COMPANIES,43685,9.58,13.99,750.0,1512.0,14484.959999999957,Babich Svgn Bl Marlboro,1458.0,9833.969999999945,20320.41999999992,162.46999999999986,144929.24,5835.459999999961,28.717221396014374,0.9642857142857143,1.402863383813278,9.579999999999972,large,517.32
9165,ULTRA BEVERAGE COMPANY LLP,19549,8.66,12.99,3000.0,1669.0,14453.539999999939,Opici White Sangria,1608.0,15665.359999999848,21567.919999999835,723.5999999999966,68054.70000000003,7114.3799999998955,32.98593466592954,0.96345116836429,1.4922240503018587,8.659999999999963,large,528.26
9815,WINE GROUP INC,23522,4.11,14.99,750.0,3506.0,14409.65999999996,13 Celsius Svgn Bl,3137.0,16095.549999999803,34041.22999999972,349.54999999999995,27100.409999999996,19631.56999999976,57.66997843497407,0.8947518539646321,2.3623895359085374,4.109999999999989,large,1516.5900000000001
9815,WINE GROUP INC,24253,12.16,17.99,5000.0,1185.0,14409.599999999944,Franzia Dark Red Blend,1026.0,14417.8199999999,18073.739999999896,769.5,27100.409999999996,3664.139999999952,20.273280461044436,0.8658227848101265,1.2542846435709503,12.159999999999952,Medium,1933.44
4425,MARTIGNETTI COMPANIES,19036,9.67,14.99,750.0,1490.0,14408.300000000034,Nicholson Ranch Est Chard,2641.0,16054.289999999859,39588.58999999979,294.7599999999998,144929.24,25180.28999999976,63.60491747748503,1.77248322147651,2.747623938979595,9.670000000000023,Medium,-11130.17
2000,SOUTHERN WINE & SPIRITS NE,17119,10.66,15.99,750.0,1351.0,14401.66000000001,Zaccagnini Cerasuolo Rose,1390.0,13164.889999999908,22487.099999999886,154.33999999999983,19016.59,8085.439999999875,35.955903606956504,1.0288675055514434,1.5614241691582684,10.660000000000007,Medium,-415.74
11567,CAMPARI AMERICA,2942,27.12,39.99,750.0,531.0,14400.719999999992,Glen Grant 10 Yr Single Malt,591.0,17390.239999999932,21542.08999999993,466.0900000000001,20964.809999999998,7141.369999999939,33.150775992487084,1.112994350282486,1.4959036770383662,27.119999999999987,Medium,-1627.2
